K-NET,AOM004,尻屋,SHIRIYA,41.4064,141.4477,29,-,青森県,K-NET18,
K-NET,AOM005,むつ,MUTSU,41.2949,141.1972,10,-,青森県,K-NET11B,
K-NET,AOM006,川内,KAWAUCHI,41.1976,140.9979,1,-,青森県,K-NET11B,
K-NET,AOM007,南通,MINAMIDORI,41.1689,141.3845,17,-,青森県,K-NET18,
K-NET,AOM008,横浜,YOKOHAMA,41.0844,141.2554,16,-,青森県,K-NET11B,
K-NET,AOM009,六ヶ所,ROKKASHO,40.9658,141.3730,13,-,青森県,K-NET18,
K-NET,AOM010,野辺地,NOHEJI,40.8724,141.1427,21,-,青森県,K-NET18,
K-NET,AOM011,三沢,MISAWA,40.6803,141.3669,43,-,青森県,K-NET18,
K-NET,AOM012,八戸,HACHINOHE,40.5127,141.4880,12,-,青森県,K-NET11C,
K-NET,AOM013,南部,NAMBU,40.4126,141.2813,29,-,青森県,K-NET11C,
K-NET,AOM014,子ノ口,NENOKUCHI,40.4472,140.9403,432,-,青森県,K-NET11B,
K-NET,AOM015,碇ヶ関,IKARIGASEKI,40.4791,140.6268,137,-,青森県,K-NET11B,
K-NET,AOM016,弘前,HIROSAKI,40.6021,140.4982,28,-,青森県,K-NET11B,
K-NET,AOM017,深浦,FUKAURA,40.6388,139.9295,24,-,青森県,K-NET18,
K-NET,AOM018,鯵ヶ沢,AJIGASAWA,40.7776,140.2060,38,-,青森県,K-NET11B,
K-NET,AOM019,五所川原,GOSHOGAWARA,40.8152,140.4470,8,-,青森県,K-NET11B,
K-NET,AOM020,青森,AOMORI,40.8194,140.7498,3,-,青森県,K-NET11B,
K-NET,AOM021,十和田,TOWADA,40.6150,141.2083,71,-,青森県,K-NET11B,
K-NET,AOM022,東田沢,HIGASHITAZAWA,40.9923,140.9161,4,-,青森県,K-NET18,
K-NET,AOM023,中里,NAKASATO,40.9664,140.4317,6,-,青森県,K-NET18,
K-NET,AOM024,蟹田,KANITA,41.0473,140.6399,2,-,青森県,K-NET18,
K-NET,AOM025,今別,IMABETSU,41.1797,140.4805,8,-,青森県,K-NET18,
K-NET,AOM026,小泊,KODOMARI,41.1280,140.3107,12,-,青森県,K-NET18,
K-NET,AOM027,脇野沢,WAKINOSAWA,41.1457,140.8219,16,-,青森県,K-NET11B,
K-NET,AOM028,八甲田,HAKKODA,40.7004,140.9190,568,-,青森県,K-NET11B,
K-NET,AOM029,西目屋,NISHIMEYA,40.5764,140.2968,123,-,青森県,K-NET11B,
KiK-net,AOMH01,大間,OMA,41.5273,140.9127,10,100,青森県,KiK-net18,
KiK-net,AOMH02,佐井,SAI,41.4049,140.8567,30,200,青森県,KiK-net18,
KiK-net,AOMH03,川内,KAWAUCHI,41.2340,140.9896,20,100,青森県,KiK-net11C,
KiK-net,AOMH04,青森,AOMORI,40.8524,140.6759,10,307,青森県,KiK-net18,
